Date,ypf,ypfdba,ggal,ggalba,bma,bmaba,pam,pampba,bbar,bbarba,ccl
2009-11-20,30.383729934692383,117.77654266357422,4.599690914154053,1.7033647298812866,19.249216079711914,4.146295547485352,11.066065788269043,1.6985993385314941,4.241401195526123,4.7452569007873535,3.385463129909104
2009-11-23,30.568801879882812,117.77654266357422,4.714888572692871,1.7033647298812866,19.435197830200195,4.146295547485352,11.026823043823242,1.6887238025665283,4.254844665527344,4.7452569007873535,3.354683506427296
2009-11-24,30.971128463745117,122.86044311523438,4.681974411010742,1.7033647298812866,19.740739822387695,4.146295547485352,10.89928913116455,1.6689726114273071,4.510271072387695,4.7452569007873535,3.3379823888651705
2009-11-25,31.14011001586914,122.86044311523438,4.673747539520264,1.7113242149353027,19.727455139160156,4.280046463012695,10.879668235778809,1.649221420288086,4.389279365539551,4.834230899810791,3.374073649970547
2009-11-27,30.95503807067871,122.86044311523438,4.393979549407959,1.607848882675171,18.863967895507812,4.146295547485352,10.526495933532715,1.619594693183899,4.275010108947754,4.715599060058594,3.3963718294395653
2009-11-30,29.989450454711914,121.16577911376953,4.393979549407959,1.5680508613586426,18.126678466796875,4.012543201446533,10.359720230102539,1.580092430114746,4.113689422607422,4.632556915283203,3.4027979874301644
2009-12-01,30.930898666381836,122.86044311523438,4.435123443603516,1.6158087253570557,19.66767692565918,4.050758361816406,10.546116828918457,1.6294702291488647,4.254844665527344,4.715599060058594,3.372500000312278
2009-12-02,31.85624122619629,125.40235900878906,4.385751724243164,1.6158087253570557,18.96359634399414,4.146295547485352,10.526495933532715,1.619594693183899,4.33550500869751,4.7452569007873535,3.387437035861974
2009-12-03,31.381502151489258,127.09700012207031,4.385751724243164,1.607848882675171,18.950313568115234,4.18450927734375,10.45782470703125,1.589967966079712,4.3018975257873535,4.7452569007873535,3.4068743277726354
2009-12-04,31.82405662536621,127.09700012207031,4.344610214233398,1.5680508613586426,18.618200302124023,4.031650543212891,10.644220352172852,1.589967966079712,4.268289089202881,4.656283378601074,3.355082395191218
2009-12-07,32.15396499633789,126.24968719482422,4.509177207946777,1.5680508613586426,18.844039916992188,4.031650543212891,10.41858196258545,1.580092430114746,4.261567115783691,4.656283378601074,3.3225503122693554
2009-12-09,31.57462501525879,126.24968719482422,4.336380481719971,1.59192955493927,18.67133903503418,4.031650543212891,10.438202857971191,1.5998435020446777,4.120411396026611,4.685941219329834,3.4144566756265164
2009-12-10,31.864294052124023,122.01312255859375,4.3692946434021,1.6158087253570557,18.897174835205078,4.146295547485352,10.398962020874023,1.5998435020446777,4.201071739196777,4.5969672203063965,3.3700510991397743
2009-12-11,32.234439849853516,127.09700012207031,4.509177207946777,1.631727933883667,18.85732078552246,4.127187728881836,10.36953067779541,1.589967966079712,4.234680652618408,4.656283378601074,3.3764327509636205
2009-12-14,32.330997467041016,127.09700012207031,4.63260555267334,1.6954048871994019,18.996810913085938,4.146295547485352,10.467633247375488,1.619594693183899,4.234680652618408,4.7452569007873535,3.400656063923596
2009-12-15,32.041316986083984,127.09700012207031,4.6902031898498535,1.6954048871994019,19.00345230102539,4.146295547485352,10.349909782409668,1.619594693183899,4.234680652618408,4.7452569007873535,3.4074224758495575
2009-12-16,31.614849090576172,127.09700012207031,4.731346607208252,1.7033647298812866,19.494979858398438,4.26093864440918,10.448013305664062,1.619594693183899,4.369114398956299,4.7452569007873535,3.3879270430889825
2009-12-17,31.542430877685547,127.09700012207031,4.616147518157959,1.6954048871994019,19.076515197753906,4.146295547485352,10.654030799865723,1.6393457651138306,4.288453578948975,4.733394145965576,3.406741757241881
2009-12-18,31.77578353881836,127.09700012207031,4.583233833312988,1.6954048871994019,19.34885025024414,4.146295547485352,11.281892776489258,1.6590969562530518,4.483382701873779,4.733394145965576,3.3371239877980607
2009-12-21,31.357362747192383,127.09700012207031,4.575005054473877,1.6954048871994019,19.494979858398438,4.146295547485352,10.909099578857422,1.6590969562530518,4.33550500869751,4.733394145965576,3.3926497322553666
2009-12-22,32.14591979980469,127.09700012207031,4.517405986785889,1.631727933883667,19.69424819946289,4.280046463012695,10.909099578857422,1.6689726114273071,4.180905342102051,4.674078464508057,3.383538169192252
